398,398,687.0317672
398,7,138.3598144
398,409,246.4065349
398,380,208.8300297
398,415,272.0364998
398,21,135.8416576
398,414,334.7499926
398,404,58.76392608
398,38,37.51302378
398,310,37.51303421
398,396,139.0955881
398,54,59.94405949
398,554,68.56490583
398,20,78.72848924
398,16,42.90479607
398,46,74.40470951
398,356,37.51302378
398,57,609.737191
398,66,590.950164
398,287,47.28151179
398,18,109.536386
398,27,213.5642797
398,140,80.41781985
398,28,54.15170523
398,402,74.40470951
398,557,316.539441
398,405,125.7230098
398,522,33.1365584
785,839,75.43485937
785,786,288.809477
785,783,138.9387515
785,763,35.58341074
785,999,51.03413574
792,786,58.18096
792,54,17.92244421
792,0,35.84488842
783,786,660.5492773
783,785,108.223365
783,999,163.058492
783,109,130.1706
783,848,123.2169213
784,999,152.6483886
784,792,153.5686
639,646,839.7559767
639,43,72.28247208
639,185,51.06264294
639,642,219.8145015
0,792,17.92244421
0,801,116.123604
0,115,64.87184708
0,0,112.5598181
0,247,494.2633175
0,288,54.89536451
0,328,83.94415943
0,384,119.0395161
0,413,57.51634755
0,727,537.7022194
0,522,802.1429534
0,527,44.39670416
0,710,82.22620688
0,607,290.9424164
0,615,217.7377421
0,602,25.08428101
0,827,60.12582548
786,785,190.9106208
786,0,324.3676036
786,783,107.972923
798,776,22.36809665
798,797,39.50678584
798,464,22.36809665
798,307,18.67073474
798,798,45.23584182
798,652,41.03883139
798,146,18.86820942
798,466,20.8360511
798,803,39.50678584
798,417,17.89974
15,35,18.67073474
15,365,96.70515241
797,798,18.67073474
797,826,150.5506634
799,773,22.93003166
799,760,6.60231
799,411,4.729723091
799,797,5.748346987
795,444,117.6060799
795,797,36.33638467
795,821,11.09679001
793,776,15.72964286
793,760,72.01653005
793,795,200.771546
793,365,6.425291283
793,407,218.7624575
776,793,15.72964286
776,366,51.52948093
776,759,90.53023007
803,797,39.03793471
803,803,35.53264435
803,418,18.67073474
803,185,22.63884725
803,184,23.50405589
803,391,43.9475567
800,402,22.40507361
801,803,204.6924073
801,849,118.5949581
801,549,24.57262771
766,2,18.67073474
185,172,22.63884725
185,53,23.69567893
185,20,443.6862462
185,115,907.8892274
391,803,13.46418101
391,510,240.8840655
391,418,131.8243641
391,652,369.498788
391,225,163.6252773
391,410,347.4029857
391,619,735.5681
391,17,190.2470174
391,635,150.0593758
59,61,898.9352755
65,35,214.9333346
65,128,719.6864255
53,18,21.22467944
53,452,115.8141345
53,429,33.40290723
53,14,280.8892215
53,48,205.7959061
53,404,36.51860962
53,648,41.80579293
53,185,69.75490671
53,719,26.48766344
53,620,638.5669092
53,206,33.40290723
53,639,2374.389709
53,513,59.68255052
53,287,16.80218323
53,247,22.59865763
452,53,23.69567893
63,65,289.8718057
63,68,179.0456593
14,53,37.59551003
66,618,124.0734933
66,363,1036.849312
66,417,1036.849312
55,57,22.17502374
55,416,178.8974698
55,495,37.61044
55,407,620.6226022
61,314,739.5419562
60,410,580.4439309
64,497,628.6619872
416,498,46.8902549
416,427,132.3653021
416,125,49.54766207
416,428,79.84097932
416,18,44.43197048
416,516,49.5476725
416,167,569.0626426
501,62,86.55773665
501,447,118.3768514
501,501,500.7659423
501,510,118.2913194
501,511,1545.743613
501,581,796.8368383
501,618,694.4248178
501,287,28.51264
429,417,560.7663486
429,250,218.6677465
429,500,265.1551351
429,430,625.664924
429,503,384.7890988
429,319,381.2063498
429,506,362.3306824
429,514,384.7890988
78,20,205.4766
78,125,190.5673453
78,563,218.3313553
78,80,108.4709906
71,69,105.2483106
71,4,557.9526577
82,560,358.2384963
82,73,483.2266607
82,594,139.6273887
79,287,169.9342033
77,531,357.3529268
72,6,63.22154258
72,72,1003.081266
72,540,1003.081266
72,743,1003.399299
72,362,42.28021407
72,71,49.07614067
72,526,40.55487656
757,753,873.3188891
757,549,428.6583728
757,747,419.8240272
757,751,827.4794183
751,751,23.03844
751,0,183.2564429
751,757,183.3757
751,756,24.24603582
751,548,24.64912116
754,748,28.69310685
754,148,27.12015195
754,667,26.43981766
754,299,203.5810437
754,50,28.95014103
754,756,921.9857404
754,754,28.95014103
754,737,131.7687683
752,729,33.90647184
752,743,36.79609847
753,160,28.82318855
753,754,95.90200665
753,747,815.3456568
753,615,195.3237606
753,753,97.81182214
738,551,937.9317272
738,738,1304.204132
738,737,999.23076
738,0,309.3981424
738,13,260.2167034
738,733,504.5833
738,125,317.7470073
738,691,735.4622891
738,751,526.317489
738,734,317.7470073
98,90,45.00994795
98,0,266.9942823
85,510,83.63539923
85,19,694.8669078
91,101,144.4007018
91,507,481.4612587
91,753,179.809502
91,621,123.5594666
97,593,653.9095822
97,523,90.75768269
87,167,31.73258142
87,89,348.7046998
87,166,176.6282321
89,87,1256.371961
83,165,72.0129836
83,366,72.1630193
100,618,456.6331879
100,151,733.3979401
84,84,229.1961136
84,548,986.6268852
93,166,59.0963119
99,514,556.7036815
117,767,344.5309
117,176,243.5949093
507,107,182.8479753
507,549,196.8702215
507,282,135.9969712
507,127,31.40630801
507,225,28.84590669
507,0,27.65734525
507,83,16.21251289
507,287,88.90998222
507,20,26.50600068
507,18,28.84590669
507,511,211.705022
507,43,891.9886143
507,32,891.9886143
507,513,930.6367838
507,508,27.65734525
507,500,211.705022
507,777,243.7281098
650,447,77.34144134
650,338,15.98411108
650,633,58.47199066
650,364,74.27556657
650,563,507.710413
113,51,423.2360593
113,767,108.0334213
113,727,248.150533
113,105,133.9084251
113,112,311.4358908
113,187,215.6725608
113,116,282.2040991
113,493,121.3266634
113,758,320.7657664
118,537,665.2672971
118,0,719.3162387
118,113,87.3055265
118,760,87.3055265
109,116,126.3705498
109,110,774.0250286
109,628,252.2908048
107,143,50.38150602
107,36,524.1548847
116,116,111.2189679
116,113,413.2083153
116,50,57.52697646
116,176,68.27688194
110,43,163.2343
115,116,50.40282591
115,343,351.7307604
115,644,673.2113
115,172,506.3163452
115,175,228.1656612
119,629,534.0213172
119,119,310.3358655
365,113,1069.637
365,20,52.90197796
365,445,36.08468059
108,639,333.3780379
104,402,665.2010619
112,113,62.84210372
112,306,813.3339851
112,183,428.2378055
105,173,742.4345034
830,820,94.20250607
830,830,372.7294162
831,26,124.3396
831,830,974.416875
831,0,78.76912738
132,124,923.1382324
124,134,461.5691162
124,665,454.6586497
124,123,1283.799789
124,124,244.3267297
124,355,244.3267297
120,126,589.1869734
120,571,403.0314119
120,528,412.8286887
133,136,847.6678981
140,140,99.71625538
140,153,95.75828154
128,209,97.4910666
128,65,1434.51943
130,340,794.4462181
139,136,2046.012844
139,51,683.269599
139,554,34.13668861
139,536,382.4951714
139,679,28.25371789
139,464,298.1352429
139,534,87.81454638
139,522,28.67890018
136,52,683.5415283
136,124,1925.827407
52,139,683.5415283
123,123,642.0276186
123,124,786.2862537
123,398,531.4857097
138,130,122.9822297
137,126,313.7860398
141,132,129.1733927
142,431,596.5534716
155,2,61.18949972
155,148,100.0863483
155,593,99.56601107
148,579,283.7340481
148,594,162.5186806
148,584,126.4534742
149,149,210.7383014
154,96,285.8316689
154,143,306.6429679
154,109,107.3601173
154,46,174.627617
154,18,166.176
154,592,190.2021653
154,738,71.84927321
154,287,57.36780344
154,154,1709.372437
154,148,765.5784277
143,154,853.0425431
143,287,137.5302163
143,555,158.0963617
150,506,365.351538
150,144,147.3862703
150,154,444.842003
150,497,265.1956063
150,150,1084.114364
150,0,37.91402297
150,652,55.92938417
150,291,41.92202262
150,143,484.2955085
150,505,354.7337692
150,101,70.76084683
150,591,70.76084683
150,167,34.90015585
150,537,47.14512992
150,305,39.36585617
150,579,82.97435138
150,146,86.73915626
291,150,41.92202262
291,581,102.3909046
291,290,138.6459295
291,297,64.92630025
291,497,610.0907929
291,537,562.5992374
291,314,59.96224026
291,500,589.2719838
146,146,975.0154949
146,160,98.15857108
146,0,52.06523479
167,150,34.90015585
167,167,68.95131243
16,19,37.91402297
16,20,243.0599899
16,503,271.9249953
16,16,885.2938554
16,510,387.7697857
16,593,497.5240697
16,41,445.2881985
16,18,497.5240697
16,609,497.524174
16,508,387.7697857
16,35,339.4651544
16,447,918.3548601
9,18,265.1956063
9,296,56.02003769
9,668,278.5471563
9,366,1632.413219
9,644,330.878573
9,0,71.90827988
9,164,168.0850315
163,163,665.7702672
163,288,224.0442894
163,596,560.3308654
163,176,29.82118825
163,20,66.71682986
163,323,36.17100536
166,584,2499.453496
166,757,167.4111127
160,732,98.55984147
160,160,120.5898989
169,597,263.6812722
162,1,63.83849972
162,500,700.8167
841,0,348.7354705
841,821,348.7354705
841,820,27.72615681
841,839,53.75555633
841,841,59.02936674
841,827,102.6420349
841,847,26.07113289
839,841,27.68442344
838,525,31.03183418
838,841,38.78076493
838,386,38.04895496
838,821,548.0727695
838,773,548.0727695
838,838,67.57048124
